date,n_picks,portfolio_return_pct,kospi_return_pct,alpha_pct,port_cum,kospi_cum
2025-07-31,1,-7.036247334754798,-2.252082922500498,-4.7841644122543,0.5420172925832273,1.1708366255614377
2025-08-29,1,16.916666666666668,7.4886770600217645,9.427989606644903,0.6337085512452233,1.25851679935019
2025-09-30,1,18.230088495575224,17.574315248496177,0.6557732470790469,0.7492341809412553,1.4796925091232764
2025-10-31,1,-11.943793911007027,-2.740596469872192,-9.203197441134837,0.6597471944588102,1.4391401084532807
2025-11-28,2,-2.032229656521667,9.755029172895568,-11.787258829417235,0.6463396163149486,1.579528645871739
2025-12-31,1,28.13852813852814,17.45302159144031,10.68550654708783,0.8282100711221854,1.8552041214787185
2026-01-30,1,-9.615384615384615,0.526571675765064,-10.141956291149679,0.7485744873604367,1.8649731009100514
2026-02-27,1,-18.99313501144165,-12.258393082783359,-6.734741928658293,0.6063967243148618,1.6363573673123233
2026-03-31,5,16.300003369155903,30.607070615106302,-14.3070672459504,0.7052394108086354,2.1371984222411005
2026-04-30,0,0.0,0.0,0.0,0.7052394108086354,2.1371984222411005
