date,ticker,score,momentum,value,iqc_alpha,volatility,return_pct,exit_reason
2024-05-31,009830,83.10172020485597,93.99768675552617,0.0,97.35449735449737,92.5925925925926,-1.2718600953895098,trail@9
2024-06-28,012510,82.03360252483058,95.0,0.0,95.76719576719577,97.36842105263158,-8.92857142857143,trail@16
2024-07-31,032820,84.09382040656607,78.78718259536254,0.0,88.6842105263158,100.0,-17.310924369747905,hard@3
2024-08-30,112610,80.55754853764532,94.05221194911621,0.0,57.59162303664922,93.22916666666666,-8.074534161490687,trail@3
2024-09-30,457190,84.64677895333286,87.00779962300636,0.0,99.73821989528797,98.95833333333334,-7.295719844357973,trail@8
2024-10-31,226950,83.85555555555555,77.0,0.0,98.95833333333331,98.4375,-12.291666666666668,trail@3
2024-11-29,100790,84.59020268445128,81.07827009627503,0.0,82.38341968911918,100.0,-12.040816326530612,trail@6
2024-12-31,377300,81.25633678316564,77.40681777829406,0.0,60.62176165803108,96.89119170984456,-3.809523809523807,trail@16
2025-01-31,000155,83.04380686930716,94.12154466467683,0.0,98.4536082474227,91.23711340206185,3.69030390738061,time@20
2025-02-28,277810,86.00962199312715,77.0,0.0,99.48453608247422,94.3298969072165,-6.277372262773717,trail@4
2025-02-28,310210,80.56013745704468,95.0,0.0,75.77319587628867,93.81443298969072,21.575649059982105,trail@9
2025-03-31,489790,80.31958762886597,95.0,0.0,4.381443298969072,90.20618556701031,-8.465608465608465,trail@4
2025-04-30,097230,81.75386107200208,94.03241900302925,0.0,64.17525773195875,98.96907216494846,-8.025477707006367,trail@5
2025-05-30,180640,82.66666666666667,95.0,0.0,100.0,100.0,-1.0615711252653925,trail@4
2025-06-30,000880,81.00669981479317,83.7242325301802,0.0,78.06122448979592,92.3469387755102,1.590668080593849,trail@2
2025-07-31,010060,80.99005124094383,81.30165871460449,0.0,91.3265306122449,92.85714285714286,-7.036247334754798,trail@15
2025-08-29,034220,81.90337525843506,93.71782900903185,0.0,19.289340101522843,98.47715736040608,16.916666666666668,time@20
2025-09-30,353200,81.83866831153313,93.09074861301218,0.0,93.4010152284264,87.81725888324873,18.230088495575224,trail@5
2025-10-31,336260,81.75296108291032,95.0,0.0,89.34010152284264,98.47715736040608,-11.943793911007027,trail@4
2025-11-28,004800,86.95926136237497,85.87458438236843,0.0,92.17171717171718,98.48484848484848,-2.2188217291507217,trail@11
2025-11-28,402340,80.05387205387206,95.0,0.0,76.01010101010101,89.8989898989899,-1.845637583892612,trail@11
2025-12-31,043260,82.5993265993266,95.0,0.0,100.0,99.4949494949495,28.13852813852814,trail@4
2026-01-30,277810,81.73945888666701,95.0,0.0,96.19289340101523,94.94949494949495,-9.615384615384615,trail@5
2026-02-27,100790,80.74949494949495,77.0,0.0,99.24242424242424,100.0,-18.99313501144165,hard@2
2026-03-31,043260,86.69895856788516,79.41406308637953,0.0,86.0,99.0,18.940397350993386,trail@4
2026-03-31,950160,86.36596842765093,94.2899210691273,0.0,96.75,91.5,-7.497656982193068,trail@4
2026-03-31,079550,81.32874990251233,80.03020808961415,0.0,94.75,90.0,41.325695581014735,time@20
2026-03-31,083650,80.94827685012403,90.41235879197674,0.0,81.75,82.5,-1.4054054054054022,trail@2
2026-03-31,120110,80.88333333333334,95.0,0.0,91.25,88.5,30.136986301369863,time@20
