ticker,ret_5d,ret_20d,ret_60d,ma20_dev,ma60_dev,rsi,vol_20d,pct_b,iqc_alpha1,iqc2_vwap_dev,iqc2_dsm,forward_return,iqc_alpha2
005930,0.002375296912114022,0.011990407673860837,0.46629603891591387,0.09581926772266947,0.1635708574212107,65.13222331047993,0.048669398600173296,0.8731881230350442,0.008293838862559242,0.005529225908372782,0,0.04502369668246442,0.0590442338072665
000660,0.09970958373668926,0.07575757575757569,0.5166889185580774,0.18290206695475608,0.2440907514556374,65.59139784946237,0.05957837664131494,1.0013889532280649,0.013644366197183098,0.00909624413145533,0,0.13204225352112675,0.09713489268946943
005935,0.035816618911174825,-0.030181086519114664,0.353932584269663,0.09450100291412777,0.13788083465578982,63.396778916544655,0.04854931449490923,0.8591647493266354,0.00034578146611341634,0.0002305209774090113,20,0.09474412171507618,0.0015368065160600753
402340,0.1505190311418685,0.05555555555555558,0.5483119906868452,0.19981957600360856,0.22074346030289127,63.753213367609256,0.0661969994519419,0.9775491053120371,0.011278195488721804,0.007518796992481203,0,0.2646616541353384,0.08029001074113856
005380,0.0,-0.06788990825688068,0.2037914691943128,0.042211622300866836,0.0024337301848318393,54.0,0.041459550938561913,0.7744473730579815,0.004921259842519685,0.0032808398950131615,28,0.04527559055118102,0.02187226596675441
373220,0.0049261083743843415,0.0638852672750978,0.04081632653061229,0.026156941649899457,0.031366518506035224,59.28853754940712,0.03537060573178094,0.6645718822720244,-0.0006127450980392157,-0.00040849673202619135,4,0.12867647058823528,-0.0027233115468412758
034020,0.029644268774703608,-0.02889095992544266,0.16424581005586592,0.047604685065098185,0.06795121451265751,54.01459854014599,0.04096629037676908,0.7736383637158083,-0.00527831094049904,-0.00351887396033274,18,0.21976967370441458,-0.023459159735551603
012450,0.016846361185983927,0.08561151079136686,0.16615146831530136,0.07177101459568869,0.13301047415249467,61.78451178451179,0.03804006177662379,0.7798908888936258,0.00828363154406892,0.005522421029379229,6,-0.06096752816434725,0.036816140195861526
329180,-0.02063983488132093,-0.19576271186440675,-0.24801901743264654,-0.02955312404131305,-0.13961922030825025,40.266666666666666,0.03935009348142731,0.3900093098327149,0.015806111696522657,0.01053740779768177,24,0.44362486828240244,0.07024938531787847
207940,0.0025031289111390187,-0.014760147601476037,-0.18473282442748096,0.02184659543932388,-0.03994246846252958,52.08845208845208,0.02498116052820904,0.7954736611608199,-0.009675405742821473,-0.006450270495214267,25,-0.08239700374531833,-0.04300180330142845
009150,0.19455252918287935,0.3232758620689655,1.1208981001727114,0.28076762619941587,0.5622747126924217,74.45482866043614,0.05759902466050273,1.0590288011002662,0.010586319218241042,0.007057546145494091,0,0.35504885993485336,0.07536451062509762
105560,0.014102564102564052,0.02262443438914019,0.21598770176787085,0.04809858221809993,0.058855026549462286,56.97674418604652,0.028920805768645325,0.8592945466884674,0.006321112515802781,0.004214075010535126,3,0.014538558786346467,0.028093833403567508
000270,-0.0483668341708543,-0.13478012564248998,-0.006557377049180357,-0.019100032372936226,-0.06147397113180675,47.00374531835206,0.030920313379040106,0.3888449452671778,0.007920792079207921,0.005280528052805281,20,0.001980198019801982,0.03520352035203521
006400,-0.0010604453870625141,0.16296296296296298,0.6157804459691252,0.08544103243648093,0.17241951543312317,82.81938325991189,0.02783464001968158,0.7703903396332618,0.002653927813163482,0.0017692852087756135,3,0.47558386411889586,0.011795234725170757
032830,0.08176100628930816,0.09787234042553195,0.6004962779156326,0.13182715507786802,0.22166803459814388,66.98113207547169,0.03902157203549425,1.1911271422571366,-0.003875968992248062,-0.002583979328165337,0,-0.032945736434108475,-0.027593207825765565
028260,-0.004854368932038833,0.028428093645485042,0.07517482517482521,0.09013560223344852,0.035063113604488105,60.35087719298246,0.04762143182657814,0.8808572357636218,0.0016260162601626016,0.001084010840108338,5,-0.029268292682926855,0.007226738934055587
055550,0.03205791106514999,0.05052631578947375,0.256926952141058,0.061137692716640046,0.0815106471363809,62.6984126984127,0.03196012275032745,0.9081099898801624,0.00250501002004008,0.0016700066800267688,0,0.0010020040080160886,0.017833285618857282
267260,0.0714285714285714,0.07802874743326482,0.17713004484304928,0.11346765641569467,0.11522189375298719,60.143198090692124,0.044700799485358884,0.9339843796125701,0.017142857142857144,0.011428571428571429,1,0.19238095238095232,0.0761904761904762
