asof,days_back,ticker,name,score,momentum,value,iqc_alpha,naive_return_pct,sim_return_pct,exit_reason,kospi_return_pct,alpha_pct
20260311,50,009830,한화솔루션,90.91992621436994,95.0,62.63157894736842,69.08296572785885,-23.24902723735408,-5.252918287937747,trailing@2,3.541386286865311,-8.794304574803057
20260311,50,088350,한화생명,82.35672499174642,95.0,91.88438438438439,18.78718470761226,-8.823529411764708,-5.882352941176472,trailing@8,3.541386286865311,-9.423739228041782
20260311,50,015750,성우하이텍,80.59952854458898,93.822742841996,93.57954545454544,98.93055084266486,-20.187793427230048,-7.511737089201875,trailing@3,3.541386286865311,-11.053123376067187
20260311,50,005440,현대지에프홀딩스,80.02201805151314,77.0,87.6655290102389,73.60140255627192,-8.904593639575975,1.5547703180212036,trailing@9,3.541386286865311,-1.9866159688441076
20260306,55,009830,한화솔루션,85.31092767783102,95.0,62.63157894736842,32.10581382196584,-22.2007722007722,-5.984555984555984,trailing@5,5.147299758096424,-11.131855742652409
20260306,55,088350,한화생명,82.55980328262514,95.0,91.88438438438439,21.285488066960752,-2.626262626262621,-3.0303030303030276,trailing@11,5.147299758096424,-8.17760278839945
20260306,55,096770,SK이노베이션,80.57615288280098,65.26215759963272,60.0,95.36279832598122,-3.602882305844679,-9.84787830264211,trailing@5,5.147299758096424,-14.995178060738535
20260306,55,005880,대한해운,80.19814708942144,59.15257827050612,95.0,98.45436036647439,3.516483516483526,-0.219780219780219,trailing@8,5.147299758096424,-5.367079977876643
20260301,60,005440,현대지에프홀딩스,80.50212738862123,93.07669549597932,87.6655290102389,48.452380952380956,-10.927152317880795,-8.543046357615891,trailing@1,-7.158433055762259,-1.3846133018536317
20260301,60,002020,코오롱,80.00951430709418,64.63380156820759,90.92391304347827,73.21428571428571,-4.1860465116279055,-19.224806201550393,hard_stop@1,-7.158433055762259,-12.066373145788134
20260224,65,088350,한화생명,85.2624805169551,95.0,91.88438438438439,99.88095238095237,-11.27819548872181,-9.680451127819545,trailing@4,-8.891155915599603,-0.7892952122199421
20260224,65,009830,한화솔루션,84.5557674814693,84.24003007962602,62.63157894736842,77.38095238095238,-29.960707269155208,-5.009823182711203,trailing@4,-8.891155915599603,3.8813327328883993
20260224,65,002020,코오롱,80.07954363388748,63.5,90.92391304347827,72.61904761904762,7.219662058371745,-0.9216589861751112,trailing@4,-8.891155915599603,7.9694969294244915
20260219,70,009830,한화솔루션,83.82946704200288,95.0,62.63157894736842,0.4761904761904762,-23.076923076923073,-9.401709401709402,trailing@1,-2.1723545730767513,-7.229354828632651
20260219,70,053610,프로텍,81.03081889594556,94.29527758431988,42.4403594499662,82.38095238095238,-9.060402684563762,-9.899328859060407,trailing@7,-2.1723545730767513,-7.7269742859836565
20260219,70,005440,현대지에프홀딩스,80.49774811519114,95.0,87.6655290102389,98.80952380952381,-0.8965517241379284,21.931034482758626,trailing@5,-2.1723545730767513,24.10338905583538
20260219,70,088350,한화생명,80.28662212752938,95.0,91.88438438438439,82.14285714285714,-4.625984251968507,23.720472440944874,trailing@2,-2.1723545730767513,25.892827014021627
20260214,75,009830,한화솔루션,85.32619638845723,88.14940048809814,62.63157894736842,82.85714285714286,-14.95726495726496,-9.401709401709402,trailing@1,1.5142894887489655,-10.915998890458368
20260209,80,456040,OCI,83.18749536709838,87.49690521664765,54.64285714285714,93.08699852255938,10.20408163265305,-5.867346938775508,trailing@13,3.5711319657835583,-9.438478904559066
20260209,80,009830,한화솔루션,82.93582918547581,95.0,62.63157894736842,2.502841231958177,2.0964360587002018,16.87631027253669,trailing@6,3.5711319657835583,13.305178306753131
20260209,80,002020,코오롱,82.50122963161046,76.84533903273864,90.92391304347827,69.48744175474486,-13.798449612403097,0.0,trailing@12,3.5711319657835583,-3.5711319657835583
20260204,85,002020,코오롱,88.92583096662395,94.43498100800355,90.92391304347827,91.28844839371155,-16.02373887240356,-4.302670623145399,trailing@15,-2.219843235091512,-2.0828273880538872
20260204,85,009830,한화솔루션,80.48129496751226,89.75462055649017,62.63157894736842,0.2386648439280018,38.54595336076818,38.134430727023314,trailing@9,-2.219843235091512,40.354273962114824
20260130,90,002020,코오롱,82.23625480224689,88.33501028106842,90.92391304347827,18.56010189094915,-13.741721854304634,3.6423841059602724,trailing@5,-2.5040387722132462,6.146422878173519
