date,ticker,total_score,momentum,quality,value,volatility,mean_reversion,iqc_alpha,fwd_return_pct
2021-04-30,175330,60.0034750066827,95.0,50.0,50.0,32.758620689655174,25.0,14.534883720930234,5.068493150684938
2021-04-30,086790,59.990674384807356,91.44008701343067,50.0,50.0,35.05747126436782,25.0,31.104651162790695,3.723986856516981
2021-04-30,004990,59.49178109446796,84.14333494235366,50.0,50.0,36.7816091954023,25.0,63.95348837209303,13.387978142076506
2021-04-30,005940,59.42468813246894,89.20426243221482,50.0,50.0,48.275862068965516,25.0,9.593023255813954,2.3346303501945442
2021-04-30,006360,59.295132857313526,60.11968191607184,50.0,50.0,65.51724137931035,50.0,97.67441860465117,1.4722536806341946
2021-04-30,036460,58.91363461373929,78.37425850262765,50.0,50.0,21.26436781609195,50.0,70.93023255813954,-1.1461318051575908
2021-04-30,032830,58.59410108685896,68.7431160335512,50.0,50.0,42.5287356321839,50.0,81.39534883720931,3.5495716034271707
2021-04-30,082740,58.44983916714586,80.81474315532344,50.0,50.0,85.0574712643678,10.0,1.744186046511628,6.520625160133231
2021-04-30,267260,58.41326451774853,84.68448001485605,50.0,50.0,69.54022988505747,10.0,9.011627906976747,4.308390022675734
2021-04-30,138040,58.23211262585762,95.0,50.0,50.0,25.287356321839084,25.0,2.906976744186047,3.910614525139655
2021-04-30,016360,57.62093485295659,78.4047830024797,50.0,50.0,37.93103448275862,50.0,18.023255813953487,9.847596717467756
2021-04-30,017670,57.46165953194497,72.9422179735851,50.0,50.0,56.32183908045977,50.0,11.627906976744189,8.236417454406574
2021-04-30,128940,57.34239904396941,52.08917946860659,50.0,50.0,78.16091954022988,50.0,91.27906976744187,2.6622051384784795
2021-04-30,010140,56.99761562639824,66.28669700059419,50.0,50.0,38.50574712643678,50.0,80.23255813953489,-14.535951405565761
2021-04-30,138930,56.65490510558674,95.0,50.0,50.0,27.586206896551722,10.0,4.651162790697674,3.3898305084745672
2021-04-30,032640,56.60401079275953,73.02566451197099,50.0,50.0,31.03448275862069,50.0,48.837209302325576,19.318181818181813
2021-04-30,051600,56.50196353097067,61.01678176692592,50.0,50.0,73.5632183908046,50.0,34.30232558139535,28.865979381443307
2021-04-30,120110,56.47985468184968,51.66363919950079,50.0,50.0,74.71264367816092,50.0,87.79069767441861,4.132231404958686
2021-04-30,005830,56.44377849522396,76.99000402118382,50.0,50.0,32.18390804597701,50.0,20.348837209302328,6.026557711950975
2021-04-30,001720,56.14014454510561,81.68957547663736,50.0,50.0,15.517241379310345,50.0,20.930232558139533,3.536977491961424
2021-04-30,139130,56.04444501339839,87.48926454276265,50.0,50.0,23.563218390804597,25.0,18.604651162790695,6.320541760722342
2021-04-30,055550,55.91519222468688,89.98679104019891,50.0,50.0,13.793103448275861,25.0,21.22093023255814,6.499999999999995
2021-04-30,161390,55.41972916386241,47.70964100642158,50.0,50.0,75.86206896551724,50.0,93.31395348837209,7.068607068607058
2021-04-30,00680K,54.857757992964,78.71694688475337,50.0,50.0,13.218390804597702,50.0,24.127906976744185,-0.18836333193804622
2021-04-30,024110,54.58159364173499,82.54961361516347,50.0,50.0,5.172413793103448,50.0,13.081395348837209,11.455108359133126
2021-04-30,000810,54.29495943695927,75.58080053483779,50.0,50.0,4.597701149425287,50.0,51.74418604651163,7.070707070707072
2021-04-30,007340,54.04527568106529,75.30966073433925,50.0,50.0,20.689655172413794,50.0,17.441860465116278,17.371110078959596
2021-04-30,043260,54.0141850916548,46.770292988425965,50.0,50.0,77.58620689655173,50.0,74.41860465116278,-11.989100817438691
2021-04-30,032820,53.9468620499348,45.503237277559094,50.0,50.0,81.60919540229885,75.0,22.965116279069765,12.030075187969924
2021-04-30,226950,53.732030692112765,49.20132327755093,50.0,50.0,86.7816091954023,50.0,37.2093023255814,-3.6904761904761885
2021-04-30,352820,53.57704560719092,44.18942859518481,50.0,50.0,93.67816091954023,50.0,51.162790697674424,10.905349794238672
2021-04-30,011170,53.12180584905512,60.898050219180604,50.0,50.0,35.63218390804598,50.0,60.174418604651166,-7.236792120513047
2021-04-30,112610,53.11597808599221,52.89597747017075,50.0,50.0,87.35632183908046,50.0,4.651162790697675,1.9480519480519431
2021-04-30,011790,53.019671233222816,40.21869603725823,50.0,50.0,78.73563218390804,50.0,96.51162790697676,-0.7407932792711902
2021-04-30,207940,52.817289941155856,68.57089125224812,50.0,50.0,24.137931034482758,50.0,32.55813953488372,2.4875302817690237
2021-04-30,251270,52.229202663245935,38.799416708903394,50.0,50.0,72.41379310344827,75.0,55.81395348837209,6.949806949806958
2021-04-30,008770,52.14482794049323,58.77637529541018,50.0,50.0,18.39080459770115,50.0,92.73255813953489,15.49132947976879
2021-04-30,066570,51.59720739766673,39.25208469749928,50.0,50.0,71.83908045977012,50.0,94.76744186046511,-1.904761904761909
2021-04-30,001450,51.42357612738305,59.57894388256705,50.0,50.0,28.160919540229884,50.0,57.55813953488372,-1.2320328542094416
2021-04-30,100790,51.29598755953023,21.273694284194903,50.0,50.0,97.70114942528735,95.0,56.395348837209305,3.3584905660377418
2021-04-30,105560,50.849722222468955,61.78694032405977,50.0,50.0,30.45977011494253,50.0,31.104651162790695,6.581352833638032
2021-04-30,029780,50.66883942721757,71.61384765474088,50.0,50.0,7.471264367816093,50.0,15.406976744186046,-4.249291784702547
2021-04-30,023530,50.55824846085104,56.122521267961154,50.0,50.0,19.54022988505747,50.0,82.55813953488374,-1.2096774193548376
2021-04-30,298380,50.38209702752441,21.03064575868895,50.0,50.0,91.95402298850574,75.0,95.63953488372094,-3.0303030303030276
2021-04-30,229640,50.0044910885174,59.24784003529154,50.0,50.0,8.045977011494253,50.0,78.48837209302326,9.351620947630913
2021-04-30,326030,49.66767503846683,42.970421669053124,50.0,50.0,63.2183908045977,50.0,60.75581395348837,3.669724770642202
2021-04-30,086280,49.206527086507215,56.203745320295475,50.0,50.0,37.35632183908046,50.0,26.162790697674424,0.7809408775693027
2021-04-30,079550,49.20521197498471,30.858525794184548,50.0,50.0,74.13793103448276,75.0,54.65116279069767,10.1010101010101
2021-04-30,006800,49.0350455416458,58.82012744228167,50.0,50.0,22.988505747126435,50.0,36.627906976744185,0.0
2021-04-30,011780,48.99933791243732,43.17240697480266,50.0,50.0,83.9080459770115,50.0,8.13953488372093,-9.230769230769232
2021-04-30,180640,48.713088641766625,34.28829052538244,50.0,50.0,76.4367816091954,50.0,72.09302325581395,26.486486486486484
2021-04-30,000100,48.465202411278234,44.38317888750236,50.0,50.0,40.804597701149426,50.0,79.06976744186046,-0.15442507721253884
2021-04-30,000500,48.36684521335519,56.20235316526002,50.0,50.0,66.0919540229885,25.0,6.104651162790698,49.92058643860722
2021-04-30,064350,48.36427095861474,48.84327117716591,50.0,50.0,31.60919540229885,50.0,69.18604651162791,6.94789081885856
2021-04-30,001440,48.178434818357616,44.073904919902745,50.0,50.0,45.97701149425287,50.0,66.27906976744185,116.72058228871816
2021-04-30,001040,48.09194786124435,54.303869474905405,50.0,50.0,16.091954022988507,50.0,63.37209302325582,19.371727748691093
2021-04-30,030200,47.90060839247288,56.807121088105504,50.0,50.0,10.344827586206897,50.0,56.97674418604651,18.87125220458554
2021-04-30,108490,47.16539307969388,30.20074991833832,50.0,50.0,70.11494252873564,75.0,36.04651162790697,-3.0126817197649203
2021-04-30,084370,46.65167139497271,39.62826518439338,50.0,50.0,71.26436781609196,50.0,19.476744186046513,2.083333333333326
2021-04-30,017800,46.163363792515305,49.00014074743814,50.0,50.0,16.666666666666664,50.0,65.11627906976744,23.620309050772637
2021-04-30,003230,46.00968689930486,58.99029138173805,50.0,50.0,5.747126436781609,50.0,24.709302325581394,-2.699784017278617
2021-04-30,035250,45.824658763427244,55.49098843935312,50.0,50.0,9.770114942528735,50.0,34.883720930232556,15.019762845849804
2021-04-30,088980,45.516094521330785,57.89052143208041,50.0,50.0,2.8735632183908044,50.0,29.651162790697676,3.3163903008082585
2021-04-30,000880,44.96021988154103,38.28934949000602,50.0,50.0,29.310344827586203,50.0,86.04651162790697,3.571428571428581
2021-04-30,005387,44.721864295025604,50.68185489242455,50.0,50.0,17.81609195402299,50.0,31.104651162790695,6.60377358490567
2021-04-30,006400,44.616693831940815,30.934944951410447,50.0,50.0,53.44827586206896,50.0,76.74418604651164,-5.198762429972814
2021-04-30,033780,44.2958137658768,52.606682236130126,50.0,50.0,1.7241379310344827,50.0,45.34883720930233,1.6990291262136026
2021-04-30,015760,44.09122151363024,48.0677579629939,50.0,50.0,12.643678160919542,50.0,47.674418604651166,9.090909090909083
2021-04-30,021240,44.07784332793974,46.88043207463861,50.0,50.0,14.942528735632186,50.0,50.0,20.328849028400597
2021-04-30,005385,43.89808366388359,39.31840705688442,50.0,50.0,29.88505747126437,50.0,62.79069767441861,6.572769953051649
2021-04-30,003670,43.74608345209921,23.259666440102773,50.0,50.0,59.77011494252874,75.0,47.093023255813954,-2.6850749162212306
2021-04-30,000250,42.68329166376973,35.333596708208084,50.0,50.0,60.3448275862069,50.0,7.558139534883721,2.1235521235521304
2021-04-30,005850,42.673188020118154,17.077917925195155,50.0,50.0,56.896551724137936,75.0,73.83720930232558,41.059602649006635
2021-04-30,950160,42.596831919680696,47.967175584642355,50.0,50.0,0.5747126436781609,50.0,50.0,0.0
2021-04-30,000990,42.17338716665342,18.22527937524532,50.0,50.0,75.28735632183908,50.0,72.67441860465117,2.350813743218816
2021-04-30,011070,42.07081829057809,24.94337380271716,50.0,50.0,24.71264367816092,75.0,81.9767441860465,4.477611940298498
2021-04-30,034730,42.06240656488304,21.470727273831063,50.0,50.0,59.195402298850574,50.0,83.72093023255813,-1.449275362318836
2021-04-30,039490,42.05312663480017,32.515757868297776,50.0,50.0,52.29885057471264,50.0,31.104651162790695,-4.528301886792452
2021-04-30,139480,41.825922347497055,44.40375267440956,50.0,50.0,3.4482758620689653,50.0,54.06976744186047,-5.059523809523814
2021-04-30,009830,40.9226630661937,14.419060766259438,50.0,50.0,50.0,75.0,77.32558139534883,-2.823226345470997
2021-04-30,003490,40.613805881304835,43.9702493553159,50.0,50.0,10.919540229885058,50.0,23.546511627906977,24.5353159851301
2021-04-30,036570,40.554235742704186,19.183860763692664,50.0,50.0,41.95402298850575,75.0,59.30232558139535,2.530120481927711
2021-04-30,012750,40.491761030313455,43.821067014881926,50.0,50.0,1.1494252873563218,50.0,42.15116279069767,-0.24539877300613355
2021-04-30,272210,40.4715093518978,14.451739609807786,50.0,50.0,49.42528735632184,75.0,71.51162790697674,1.4450867052023142
2021-04-30,051900,39.95853604303958,33.237469930284504,50.0,50.0,27.011494252873565,50.0,45.93023255813953,-1.1695906432748537
2021-04-30,178320,39.76031691348607,20.143909097401362,50.0,50.0,51.724137931034484,75.0,22.093023255813954,1.7179769103903286
2021-04-30,214370,39.5613006074226,41.766122408692844,50.0,50.0,8.620689655172415,50.0,25.581395348837212,1.83486238532109
2021-04-30,026960,39.12980134777203,26.092346192204737,50.0,50.0,43.103448275862064,50.0,44.18604651162791,-1.112877583465821
2021-04-30,014680,38.937649330056814,34.539503348308756,50.0,50.0,33.90804597701149,50.0,9.011627906976743,3.4343434343434343
2021-04-30,020150,38.736914265313295,20.13763895562931,50.0,50.0,47.701149425287355,75.0,14.825581395348836,-3.61794500723589
2021-04-30,140410,38.462016593034505,37.41517691874416,50.0,50.0,20.114942528735632,50.0,12.209302325581396,-11.656052219113944
2021-04-30,000660,38.41700346166549,15.596103949539284,50.0,50.0,44.827586206896555,75.0,43.02325581395349,0.78125
2021-04-30,005935,38.237480993423475,37.36617864857694,50.0,50.0,2.2988505747126435,50.0,44.76744186046513,1.091405184174632
2021-04-30,068270,38.16840417000802,5.0,50.0,50.0,41.37931034482759,95.0,69.76744186046511,0.1880227356227504
2021-04-30,087010,38.09426510946925,9.635778607229211,50.0,50.0,40.229885057471265,75.0,83.13953488372094,-5.428849173708217
2021-04-30,028300,37.41013571338916,10.401397378456418,50.0,50.0,54.02298850574713,75.0,40.69767441860465,2.118701158717329
2021-04-30,005290,37.40800488096732,14.333854312371086,50.0,50.0,57.47126436781609,75.0,10.174418604651162,-5.510534846029169
2021-04-30,322000,37.40138529281777,21.309085614651575,50.0,50.0,48.85057471264368,50.0,35.46511627906977,-4.71976401179941
2021-04-30,336260,37.36443018800677,5.0,50.0,50.0,64.9425287356322,75.0,50.58139534883721,2.9933481152993435
2021-04-30,047810,37.30536054456754,12.675546064261239,50.0,50.0,33.33333333333333,75.0,66.86046511627906,4.907975460122693
2021-04-30,012450,37.280631607497654,28.12205482735146,50.0,50.0,34.48275862068966,50.0,21.511627906976745,21.500508646998973
2021-04-30,035420,37.054844404182326,23.033395426387393,50.0,50.0,17.24137931034483,75.0,33.13953488372093,0.6954102920723182
2021-04-30,307950,36.8532477947073,5.0,50.0,50.0,39.6551724137931,95.0,53.48837209302325,4.8309178743961345
2021-04-30,000270,36.64086630201759,7.548214048726598,50.0,50.0,39.08045977011494,75.0,76.16279069767442,12.987012987012992
2021-04-30,018670,36.600817502774625,31.64282607895386,50.0,50.0,6.321839080459771,50.0,46.511627906976734,14.427860696517403
2021-04-30,018880,36.349617780692554,9.231435523637282,50.0,50.0,36.206896551724135,75.0,67.44186046511628,5.863992562093245
2021-04-30,298040,36.21289859437967,18.717669278428904,50.0,50.0,21.839080459770116,50.0,87.20930232558139,1.9971469329529201
2021-04-30,012330,35.823703434989156,5.191219738680215,50.0,50.0,58.04597701149425,75.0,40.116279069767444,3.3333333333333437
2021-04-30,018260,35.699201240532474,23.846595278111007,50.0,50.0,26.436781609195403,50.0,39.53488372093023,1.3661202185792254
2021-04-30,005930,35.62803798206956,30.703904988141904,50.0,50.0,4.022988505747127,50.0,42.15116279069767,1.595092024539868
2021-04-30,009150,35.518962525395466,6.7382420971472285,50.0,50.0,28.735632183908045,75.0,84.88372093023256,0.5586592178770999
2021-04-30,012510,35.0005741107399,10.6425294584411,50.0,50.0,45.40229885057471,50.0,70.34883720930233,-3.677342823250296
2021-04-30,097950,34.47344739243922,23.91305802489203,50.0,50.0,9.195402298850574,50.0,55.23255813953487,19.721871049304674
2021-04-30,022100,33.97499576374404,23.820809377283112,50.0,50.0,6.896551724137931,50.0,52.906976744186046,14.30555555555555
2021-04-30,271560,33.94038744467888,15.333014410503232,50.0,50.0,14.367816091954023,75.0,38.372093023255815,1.2820512820512775
2021-04-30,010120,33.35582224132557,20.166152769846924,50.0,50.0,25.862068965517242,50.0,27.616279069767444,1.2302284710017597
2021-04-30,005380,32.799819168986694,9.856404377959914,50.0,50.0,12.068965517241379,75.0,58.720930232558146,12.5
2021-04-30,082920,30.869594169426723,21.1138856285031,50.0,50.0,11.494252873563218,50.0,13.372093023255813,4.8743441038387125
2021-04-30,204320,30.146708377181913,6.011986126060897,50.0,50.0,18.96551724137931,75.0,28.19767441860465,13.941480206540447
2021-05-31,082740,85.13619115503906,93.62673951868686,50.0,50.0,95.42857142857143,50.0,74.42528735632185,-8.624054647474999
2021-05-31,071970,79.22814539056994,81.63358186722945,50.0,50.0,100.0,95.0,33.62068965517242,17.183098591549296
2021-05-31,052690,76.93957307060755,95.0,50.0,50.0,98.85714285714286,10.0,91.37931034482759,-13.080895008605854
2021-05-31,012450,76.48745882683666,94.44579539768827,50.0,50.0,84.57142857142857,25.0,86.4942528735632,0.4279241483470475
2021-05-31,001430,76.2224952752591,78.43828525985,50.0,50.0,99.42857142857143,50.0,98.85057471264368,2.922077922077926
2021-05-31,011200,69.59273785711727,83.36334436912048,50.0,50.0,97.14285714285714,25.0,99.42528735632182,-8.350730688935283
2021-05-31,097230,68.91871102107739,88.61286950671645,50.0,50.0,92.0,50.0,18.10344827586207,0.0
2021-05-31,088350,68.71986615019355,78.62752525506792,50.0,50.0,89.14285714285714,50.0,80.7471264367816,-2.467532467532463
2021-05-31,241560,68.39114632877038,90.14015372559315,50.0,50.0,77.71428571428571,50.0,29.597701149425287,-6.432748538011701
2021-05-31,009970,67.0087329747332,89.43672023103115,50.0,50.0,64.57142857142857,50.0,39.36781609195402,-6.0311284046692615
2021-05-31,000150,66.77591680350301,95.0,50.0,50.0,87.42857142857143,10.0,36.781609195402304,9.496567505720833
2021-05-31,138040,66.61040999433749,78.29997134599698,50.0,50.0,96.0,50.0,37.35632183908046,13.36898395721926
2021-05-31,112610,66.4578840415816,71.48132750953691,50.0,50.0,85.71428571428571,50.0,96.55172413793103,2.1080368906455815
2021-05-31,028050,66.0435356903532,76.70188793962137,50.0,50.0,76.57142857142857,50.0,77.29885057471265,26.455026455026463
2021-05-31,003490,65.8380846504274,92.09822202563068,50.0,50.0,56.57142857142857,25.0,71.83908045977012,-1.4084507042253502
2021-05-31,001440,65.80974274767378,95.0,50.0,50.0,98.28571428571429,10.0,0.5747126436781609,50.881382918230415
2021-05-31,204320,65.74815640091661,85.73464934930847,50.0,50.0,77.14285714285715,50.0,17.528735632183906,0.1506024096385561
2021-05-31,034020,65.61948549534756,95.0,50.0,50.0,96.57142857142857,10.0,1.1494252873563218,19.852137241630665
2021-05-31,180640,65.50292582868889,85.8238170347764,50.0,50.0,93.71428571428572,25.0,30.172413793103445,-0.30211480362537513
2021-05-31,005850,65.42097438906902,94.5472361916107,50.0,50.0,94.28571428571428,10.0,5.459770114942528,7.530120481927716
2021-05-31,079550,65.38880932093839,79.86638564498418,50.0,50.0,82.85714285714286,25.0,85.91954022988506,-4.067796610169494
2021-05-31,111770,65.33985650373539,77.16764892217374,50.0,50.0,88.0,50.0,41.09195402298851,-6.131078224101483
2021-05-31,051600,64.55982484948002,95.0,50.0,50.0,79.42857142857143,10.0,19.54022988505747,-6.948968512486431
2021-05-31,032820,64.32833894287187,90.76666016506144,50.0,50.0,81.71428571428572,25.0,6.896551724137932,58.98305084745763
2021-05-31,000155,64.31290710761708,94.86902201096935,50.0,50.0,58.285714285714285,10.0,58.90804597701149,14.059753954305808
2021-05-31,024110,64.22814858864439,85.98443824774671,50.0,50.0,41.14285714285714,50.0,65.22988505747126,-2.777777777777779
2021-05-31,007340,64.00636188729833,92.64754128091685,50.0,50.0,33.714285714285715,25.0,86.78160919540231,8.877590926867418
2021-05-31,058610,63.85842527846669,88.88005334394995,50.0,50.0,85.14285714285714,25.0,4.310344827586206,-1.6806722689075682
2021-05-31,105560,63.367201671085326,82.63064785587423,50.0,50.0,64.0,50.0,26.724137931034484,-5.102040816326525
2021-05-31,001040,63.167256844893004,92.86860735580123,50.0,50.0,69.14285714285714,25.0,2.011494252873563,-6.550218340611358
2021-05-31,139130,62.675122643231276,84.64128225120899,50.0,50.0,41.714285714285715,50.0,48.85057471264368,-1.6913319238900604
2021-05-31,004990,62.199453422200826,92.11521812036246,50.0,50.0,78.85714285714286,10.0,2.586206896551724,-1.9512195121951237
2021-05-31,352820,62.00612359213803,77.01831937990723,50.0,50.0,60.57142857142858,50.0,46.83908045977012,10.377358490566046
2021-05-31,021240,61.876082788889555,88.14833505104161,50.0,50.0,65.14285714285715,25.0,18.965517241379313,-5.408653846153843
2021-05-31,128940,61.690300104780825,71.59301900853116,50.0,50.0,65.71428571428571,50.0,64.36781609195403,-5.9072295037082
2021-05-31,083650,61.46351470536938,83.46283711919796,50.0,50.0,97.71428571428571,10.0,5.74712643678161,7.448789571694592
2021-05-31,103140,61.10646863441453,62.36743048039866,50.0,50.0,86.85714285714286,50.0,68.67816091954023,-5.099502487562191
2021-05-31,226950,61.01399613113203,60.131323113818056,50.0,50.0,90.28571428571428,50.0,73.85057471264368,1.8433179723502224
2021-05-31,031980,60.96349018322362,63.65366251334091,50.0,50.0,94.85714285714286,25.0,92.816091954023,8.606557377049185
2021-05-31,000250,60.64420443393497,47.75719964531909,50.0,50.0,88.57142857142857,75.0,95.97701149425288,2.4482109227871973
2021-05-31,016360,60.6182907540141,91.68256322876816,50.0,50.0,51.42857142857142,25.0,6.32183908045977,-5.268703898840887
2021-05-31,267270,60.29066982567915,65.50910477766256,50.0,50.0,91.42857142857143,50.0,28.448275862068964,-4.325259515570934
2021-05-31,097950,60.21578277599397,93.58242355191707,50.0,50.0,43.42857142857143,25.0,4.885057471264368,-5.629477993858756
2021-05-31,008770,60.00868497908366,94.00720779527347,50.0,50.0,35.42857142857142,25.0,15.229885057471265,-4.433497536945808
2021-05-31,138930,59.997415177120224,76.41991998987226,50.0,50.0,44.57142857142857,50.0,52.298850574712645,-2.767295597484276
2021-05-31,008930,59.50839156007694,53.21077090894986,50.0,50.0,92.57142857142857,50.0,88.21839080459769,9.128477056610485
2021-05-31,017800,59.0463544940919,93.79678388164463,50.0,50.0,31.428571428571427,25.0,10.057471264367818,-2.0295202952029467
2021-05-31,004170,59.00127094054028,78.40301314773822,50.0,50.0,29.714285714285715,50.0,55.172413793103445,-11.197511664074655
2021-05-31,030200,58.59845951664038,91.51776893391079,50.0,50.0,26.285714285714285,25.0,27.29885057471264,-7.017543859649122
2021-05-31,000720,58.44250770663054,80.62679471813628,50.0,50.0,69.71428571428572,25.0,3.4482758620689657,1.5667245608694813
